timestamp,pm25
2026-02-26 05:45:00,39.94
2026-02-26 06:00:00,41.38
2026-02-26 06:15:00,41.38
2026-02-26 06:30:00,42.85
2026-02-26 06:45:00,41.38
2026-02-26 07:00:00,44.96
2026-02-26 07:15:00,44.96
2026-02-26 07:30:00,36.51
2026-02-26 07:45:00,44.96
2026-02-26 08:00:00,24.41
2026-02-26 08:30:00,24.1
2026-02-26 08:45:00,24.41
2026-02-26 09:00:00,23.65
2026-02-26 09:15:00,23.65
2026-02-26 09:30:00,25.27
2026-02-26 09:45:00,23.65
2026-02-26 10:00:00,27.58
2026-02-26 10:15:00,27.58
2026-02-26 10:30:00,32.58
2026-02-26 10:45:00,27.58
2026-02-26 11:00:00,39.75
2026-02-26 11:15:00,39.75
2026-02-26 11:30:00,36.57
2026-02-26 11:45:00,39.75
2026-02-26 12:00:00,32.01
2026-02-26 12:15:00,32.01
2026-02-26 12:30:00,26.43
2026-02-26 12:45:00,32.01
2026-02-26 13:00:00,18.43
2026-02-26 13:15:00,18.43
2026-02-26 13:30:00,27.03
2026-02-26 13:45:00,18.43
2026-02-26 14:00:00,39.34
2026-02-26 14:15:00,39.34
2026-02-26 14:30:00,41.39
2026-02-26 14:45:00,39.34
2026-02-26 15:00:00,44.32
2026-02-26 15:15:00,44.32
2026-02-26 15:30:00,52.72
2026-02-26 15:45:00,44.32
2026-02-26 16:00:00,64.76
2026-02-26 16:15:00,64.76
2026-02-26 16:30:00,58.47
2026-02-26 16:45:00,64.76
2026-02-26 17:00:00,49.47
2026-02-26 17:15:00,49.47
2026-02-26 17:30:00,45.2
2026-02-26 17:45:00,49.47
2026-02-26 19:00:00,21.54
2026-02-26 19:15:00,21.54
2026-02-26 19:30:00,20.47
2026-02-26 19:45:00,18.93
2026-02-26 20:00:00,18.93
2026-02-26 20:15:00,18.93
2026-02-26 20:30:00,15.4
2026-02-26 20:45:00,18.93
2026-02-26 21:00:00,10.35
2026-02-26 21:15:00,10.35
2026-02-26 21:30:00,13.04
2026-02-26 21:45:00,10.35
2026-02-26 22:00:00,16.9
2026-02-26 22:15:00,16.9
2026-02-26 22:30:00,21.75
2026-02-26 22:45:00,16.9
2026-02-26 23:00:00,28.69
2026-02-26 23:15:00,28.69
2026-02-26 23:30:00,29.73
2026-02-26 23:45:00,28.69
2026-02-27 00:00:00,31.21
2026-02-27 00:15:00,31.21
2026-02-27 00:30:00,30.25
2026-02-27 00:45:00,31.21
2026-02-27 01:00:00,28.87
2026-02-27 01:15:00,28.87
2026-02-27 01:30:00,28.56
2026-02-27 01:45:00,28.87
2026-02-27 02:00:00,28.12
2026-02-27 02:15:00,28.12
2026-02-27 02:30:00,31.76
2026-02-27 02:45:00,28.12
2026-02-27 03:00:00,36.98
2026-02-27 03:15:00,36.98
2026-02-27 03:30:00,30.58
2026-02-27 03:45:00,36.98
2026-02-27 04:00:00,21.42
2026-02-27 04:15:00,21.42
2026-02-27 04:30:00,19.48
2026-02-27 04:45:00,21.42
2026-02-27 05:00:00,16.7
2026-02-27 05:15:00,16.7
2026-02-27 05:30:00,13.6
2026-02-27 05:45:00,16.7
2026-02-27 06:00:00,9.15
2026-02-27 06:15:00,9.15
2026-02-27 06:30:00,11.42
2026-02-27 06:45:00,9.15
2026-02-27 07:00:00,14.68
2026-02-27 07:15:00,14.68
2026-02-27 07:30:00,13.44
2026-02-27 07:45:00,14.68
2026-02-27 08:00:00,11.67
2026-02-27 08:15:00,11.67
2026-02-27 08:30:00,10.23
2026-02-27 08:45:00,11.67
2026-02-27 09:00:00,8.16
2026-02-27 09:30:00,6.91
2026-02-27 09:45:00,8.16
2026-02-27 10:00:00,5.13
2026-02-27 10:15:00,5.13
2026-02-27 10:30:00,4.97
2026-02-27 10:45:00,5.13
2026-02-27 11:00:00,4.73
2026-02-27 11:15:00,4.73
2026-02-27 11:30:00,6.18
2026-02-27 11:45:00,4.73
2026-02-27 12:00:00,8.25
2026-02-27 12:15:00,8.25
2026-02-27 12:30:00,10.61
2026-02-27 12:45:00,8.25
2026-02-27 13:00:00,13.99
2026-02-27 13:15:00,13.99
2026-02-27 13:30:00,16.6
2026-02-27 13:45:00,13.99
2026-02-27 14:00:00,20.33
2026-02-27 14:15:00,20.33
2026-02-27 14:30:00,18.24
2026-02-27 14:45:00,20.33
2026-02-27 15:00:00,15.25
2026-02-27 15:15:00,15.25
2026-02-27 15:30:00,17.58
2026-02-27 15:45:00,15.25
2026-02-27 16:00:00,21.02
2026-02-27 16:15:00,21.02
2026-02-27 16:30:00,27.59
2026-02-27 16:45:00,21.02
2026-02-27 17:00:00,36.99
2026-02-27 17:15:00,36.99
2026-02-27 17:30:00,30.58
2026-02-27 17:45:00,36.99
2026-02-27 19:00:00,21.7
2026-02-27 19:15:00,21.7
2026-02-27 19:30:00,21.91
2026-02-27 19:45:00,22.2
2026-02-27 20:00:00,22.2
2026-02-27 20:15:00,22.2
2026-02-27 20:30:00,19.17
2026-02-27 20:45:00,22.2
2026-02-27 21:15:00,14.83
2026-02-27 21:30:00,14.76
2026-02-27 21:45:00,14.83
2026-02-27 22:00:00,14.66
2026-02-27 22:15:00,14.66
2026-02-27 22:30:00,12.55
2026-02-27 22:45:00,14.66
2026-02-27 23:00:00,9.53
2026-02-27 23:15:00,9.53
2026-02-27 23:30:00,11.51
2026-02-27 23:45:00,9.53
2026-02-28 00:00:00,14.35
2026-02-28 00:15:00,14.35
2026-02-28 00:30:00,15.06
2026-02-28 00:45:00,14.35
2026-02-28 01:00:00,16.21
2026-02-28 01:15:00,16.21
2026-02-28 01:30:00,16.92
2026-02-28 01:45:00,16.21
2026-02-28 02:00:00,17.93
2026-02-28 02:15:00,17.93
2026-02-28 02:30:00,17.14
2026-02-28 02:45:00,17.93
2026-02-28 03:00:00,16.01
2026-02-28 03:15:00,16.01
2026-02-28 03:30:00,20.67
2026-02-28 03:45:00,16.01
2026-02-28 04:00:00,27.93
2026-02-28 04:15:00,27.93
2026-02-28 04:30:00,22.86
2026-02-28 04:45:00,27.93
2026-02-28 05:00:00,15.6
2026-02-28 05:15:00,15.6
2026-02-28 05:30:00,17.64
2026-02-28 05:45:00,15.6
2026-02-28 06:00:00,20.56
2026-02-28 06:15:00,20.56
2026-02-28 06:30:00,19.32
2026-02-28 06:45:00,20.56
2026-02-28 07:00:00,16.33
2026-02-28 07:15:00,16.33
2026-02-28 07:30:00,14.01
2026-02-28 07:45:00,16.33
2026-02-28 08:00:00,10.69
2026-02-28 08:15:00,10.69
2026-02-28 08:30:00,9.43
2026-02-28 08:45:00,10.69
2026-02-28 09:00:00,7.62
2026-02-28 09:15:00,7.62
2026-02-28 09:30:00,13.91
2026-02-28 09:45:00,7.62
2026-02-28 10:00:00,22.91
2026-02-28 10:30:00,21.83
2026-02-28 10:45:00,22.91
2026-02-28 11:00:00,20.29
2026-02-28 11:15:00,20.29
2026-02-28 11:30:00,22.26
2026-03-02 04:15:00,16.28
2026-03-02 04:45:00,16.28
2026-03-02 05:00:00,25.95
2026-03-02 05:15:00,25.95
2026-03-02 05:30:00,28.54
2026-03-02 05:45:00,25.95
2026-03-02 06:00:00,32.26
2026-03-02 06:15:00,32.26
2026-03-02 06:45:00,32.26
2026-03-02 07:15:00,18.8
2026-03-02 07:30:00,15.68
2026-03-02 07:45:00,18.8
2026-03-02 08:00:00,11.21
2026-03-02 08:15:00,11.21
2026-03-02 08:45:00,11.21
2026-03-02 09:00:00,19.76
2026-03-02 09:15:00,19.76
2026-03-02 09:30:00,16.74
2026-03-02 09:45:00,19.76
2026-03-02 10:00:00,12.42
2026-03-02 11:45:00,14.72
2026-03-02 12:00:00,12.66
2026-03-02 12:15:00,12.66
2026-03-02 12:45:00,12.66
2026-03-02 13:00:00,0.0
2026-03-02 13:15:00,0.0
2026-03-02 13:30:00,5.65
2026-03-02 13:45:00,0.0
2026-03-02 16:30:00,34.34
2026-03-02 17:00:00,29.92
2026-03-02 17:30:00,31.14
2026-03-02 17:45:00,29.92
2026-03-02 18:15:00,32.89
2026-03-02 18:30:00,33.34
2026-03-02 18:45:00,33.99
2026-03-02 19:00:00,33.99
2026-03-02 19:15:00,33.99
2026-03-02 19:30:00,37.11
2026-03-02 19:45:00,41.59
2026-03-02 20:00:00,41.59
2026-03-02 20:15:00,41.59
2026-03-02 20:30:00,35.6
2026-03-02 20:45:00,41.59
2026-03-02 21:00:00,27.02
2026-03-02 21:30:00,21.69
2026-03-02 21:45:00,27.02
2026-03-02 22:30:00,16.27
2026-03-02 22:45:00,14.05
2026-03-02 23:00:00,19.46
2026-03-02 23:15:00,19.46
2026-03-02 23:30:00,18.75
2026-03-02 23:45:00,19.46
2026-03-03 00:00:00,17.73
2026-03-03 00:15:00,17.73
2026-03-03 00:30:00,15.89
2026-03-03 00:45:00,17.73
2026-03-03 01:00:00,13.25
2026-03-03 01:15:00,13.25
2026-03-03 01:45:00,13.25
2026-03-03 02:00:00,21.02
2026-03-03 02:15:00,21.02
2026-03-03 02:30:00,27.68
2026-03-03 02:45:00,21.02
2026-03-03 03:00:00,37.22
2026-03-03 03:15:00,37.22
2026-03-03 03:30:00,36.58
2026-03-03 03:45:00,37.22
2026-03-03 04:00:00,35.66
2026-03-03 04:30:00,33.8
2026-03-03 04:45:00,35.66
2026-03-03 05:00:00,31.13
2026-03-03 05:30:00,35.23
2026-03-03 05:45:00,31.13
2026-03-03 06:15:00,41.1
2026-03-03 06:30:00,38.09
2026-03-03 06:45:00,41.1
2026-03-03 07:00:00,33.77
2026-03-03 07:15:00,33.77
2026-03-03 07:30:00,35.36
2026-03-03 07:45:00,33.77
2026-03-03 08:00:00,37.63
2026-03-03 08:15:00,37.63
2026-03-03 08:45:00,37.63
2026-03-03 09:00:00,31.9
2026-03-03 09:15:00,31.9
2026-03-03 09:30:00,33.94
2026-03-03 09:45:00,31.9
2026-03-03 10:00:00,36.87
2026-03-03 10:15:00,36.87
2026-03-03 10:30:00,39.7
2026-03-03 10:45:00,36.87
2026-03-03 11:15:00,43.75
2026-03-03 11:30:00,52.52
2026-03-03 11:45:00,43.75
2026-03-03 12:00:00,65.08
2026-03-03 12:15:00,65.08
2026-03-03 12:30:00,60.75
2026-03-03 12:45:00,65.08
2026-03-03 13:00:00,54.54
2026-03-03 13:15:00,54.54
2026-03-03 14:15:00,49.09
2026-03-03 14:30:00,40.07
2026-03-03 14:45:00,49.09
2026-03-03 15:00:00,27.14
2026-03-03 15:15:00,27.14
2026-03-03 15:30:00,32.02
2026-03-03 15:45:00,27.14
2026-03-03 16:00:00,39.0
2026-03-03 16:15:00,39.0
2026-03-03 16:30:00,34.93
2026-03-03 16:45:00,39.0
2026-03-03 17:00:00,29.11
2026-03-03 17:15:00,29.11
2026-03-03 17:30:00,26.47
2026-03-03 17:45:00,29.11
2026-03-03 18:15:00,22.69
2026-03-03 18:30:00,23.75
2026-03-03 18:45:00,25.28
2026-03-03 19:00:00,25.28
2026-03-03 19:15:00,25.28
2026-03-03 19:30:00,23.52
2026-03-03 19:45:00,21.01
2026-03-03 20:00:00,21.01
2026-03-03 20:15:00,21.01
2026-03-03 20:30:00,19.96
2026-03-03 20:45:00,21.01
2026-03-03 21:00:00,18.45
2026-03-03 21:15:00,18.45
2026-03-03 21:30:00,23.65
2026-03-03 21:45:00,18.45
2026-03-03 22:00:00,31.09
2026-03-03 22:15:00,31.09
2026-03-03 22:30:00,26.11
2026-03-03 22:45:00,31.09
2026-03-03 23:00:00,18.98
2026-03-03 23:15:00,18.98
2026-03-03 23:30:00,16.43
2026-03-03 23:45:00,18.98
2026-03-04 00:00:00,12.78
2026-03-04 00:15:00,12.78
2026-03-04 00:30:00,10.99
2026-03-04 00:45:00,12.78
2026-03-04 01:00:00,8.43
2026-03-04 01:30:00,10.37
2026-03-04 01:45:00,8.43
2026-03-04 02:00:00,13.15
2026-03-04 02:15:00,13.15
2026-03-04 02:30:00,10.95
2026-03-04 02:45:00,13.15
2026-03-04 03:00:00,7.81
2026-03-04 03:15:00,7.81
2026-03-04 03:30:00,10.4
2026-03-04 03:45:00,7.81
2026-03-04 04:00:00,14.12
2026-03-04 04:15:00,14.12
2026-03-04 04:30:00,11.67
2026-03-04 04:45:00,14.12
2026-03-04 05:00:00,8.17
2026-03-04 05:15:00,8.17
2026-03-04 05:30:00,13.36
2026-03-04 05:45:00,8.17
2026-03-04 06:00:00,20.8
2026-03-04 06:15:00,20.8
2026-03-04 06:30:00,22.13
2026-03-04 06:45:00,20.8
2026-03-04 07:00:00,24.03
2026-03-04 07:15:00,24.03
2026-03-04 07:30:00,24.61
2026-03-04 07:45:00,24.03
2026-03-04 08:00:00,25.43
2026-03-04 08:15:00,25.43
2026-03-04 08:30:00,26.59
2026-03-04 08:45:00,25.43
2026-03-04 09:00:00,28.26
2026-03-04 09:15:00,28.26
2026-03-04 09:30:00,26.57
2026-03-04 09:45:00,28.26
2026-03-04 10:00:00,24.15
2026-03-04 10:15:00,24.15
2026-03-04 10:30:00,29.74
2026-03-04 10:45:00,24.15
2026-03-04 11:00:00,37.75
2026-03-04 11:30:00,30.15
2026-03-04 11:45:00,37.75
2026-03-04 12:00:00,19.27
2026-03-04 12:45:00,19.27
2026-03-04 13:00:00,33.62
2026-03-04 13:15:00,33.62
2026-03-04 13:30:00,32.64
2026-03-04 13:45:00,33.62
2026-03-04 14:00:00,31.23
2026-03-04 14:15:00,31.23
2026-03-04 14:30:00,25.38
2026-03-04 14:45:00,31.23
2026-03-04 15:00:00,17.01
2026-03-04 15:15:00,17.01
2026-03-04 15:30:00,25.02
2026-03-04 15:45:00,17.01
2026-03-04 16:00:00,36.49
2026-03-04 16:15:00,36.49
2026-03-04 16:30:00,34.54
2026-03-04 16:45:00,36.49
2026-03-04 17:00:00,31.74
2026-03-04 17:15:00,31.74
2026-03-04 17:30:00,25.53
2026-03-04 17:45:00,31.74
2026-03-04 18:15:00,16.63
2026-03-04 18:30:00,15.5
2026-03-04 18:45:00,13.87
2026-03-04 19:00:00,13.87
2026-03-04 19:15:00,13.87
2026-03-04 19:30:00,11.68
2026-03-04 20:00:00,8.55
2026-03-04 20:15:00,8.55
2026-03-04 20:30:00,9.7
2026-03-04 20:45:00,8.55
2026-03-04 21:00:00,11.35
2026-03-04 21:15:00,11.35
2026-03-04 21:30:00,16.01
2026-03-04 21:45:00,11.35
2026-03-04 22:00:00,22.68
2026-03-04 22:15:00,22.68
2026-03-04 22:30:00,19.65
2026-03-04 22:45:00,22.68
2026-03-04 23:00:00,15.31
2026-03-04 23:30:00,14.59
2026-03-04 23:45:00,15.31
2026-03-05 00:00:00,13.56
2026-03-05 00:15:00,13.56
2026-03-05 00:30:00,16.11
2026-03-05 00:45:00,13.56
2026-03-05 01:00:00,19.77
2026-03-05 01:15:00,19.77
2026-03-05 01:30:00,19.17
2026-03-05 01:45:00,19.77
2026-03-05 02:00:00,18.31
2026-03-05 02:15:00,18.31
2026-03-05 02:30:00,17.7
2026-03-05 02:45:00,18.31
2026-03-05 03:00:00,16.82
2026-03-05 04:00:00,13.3
2026-03-05 04:30:00,15.87
2026-03-05 04:45:00,13.3
2026-03-05 06:45:00,22.39
2026-03-05 07:15:00,15.85
2026-03-05 07:30:00,17.09
2026-03-05 07:45:00,15.85
2026-03-05 08:00:00,18.87
2026-03-05 08:15:00,18.87
2026-03-05 08:30:00,16.0
2026-03-05 08:45:00,18.87
2026-03-05 09:15:00,11.89
2026-03-05 09:30:00,11.33
2026-03-05 09:45:00,11.89
2026-03-05 10:00:00,10.52
2026-03-05 10:15:00,10.52
2026-03-05 10:30:00,14.73
2026-03-05 10:45:00,10.52
2026-03-05 11:00:00,20.75
2026-03-05 11:15:00,20.75
2026-03-05 11:30:00,23.55
2026-03-05 11:45:00,20.75
2026-03-05 12:00:00,27.57
2026-03-05 12:15:00,27.57
2026-03-05 12:30:00,24.93
2026-03-05 12:45:00,27.57
2026-03-05 13:00:00,21.16
2026-03-05 13:15:00,21.16
2026-03-05 13:30:00,18.53
2026-03-05 13:45:00,21.16
2026-03-05 14:00:00,14.77
2026-03-05 14:15:00,14.77
2026-03-05 14:30:00,16.03
2026-03-05 14:45:00,14.77
2026-03-05 15:00:00,17.83
2026-03-05 16:15:00,9.25
2026-03-05 16:30:00,14.51
2026-03-05 16:45:00,9.25
2026-03-05 17:00:00,22.04
2026-03-05 17:15:00,22.04
2026-03-05 17:30:00,22.27
2026-03-05 17:45:00,22.04
2026-03-05 18:15:00,22.61
2026-03-05 18:30:00,19.63
2026-03-05 18:45:00,15.37
2026-03-05 19:00:00,15.37
2026-03-05 19:15:00,15.37
2026-03-05 19:30:00,13.41
2026-03-05 19:45:00,10.6
2026-03-05 20:00:00,10.6
2026-03-05 20:15:00,10.6
2026-03-05 20:30:00,8.61
2026-03-05 20:45:00,10.6
2026-03-05 21:00:00,5.76
2026-03-05 21:15:00,5.76
2026-03-05 21:30:00,6.29
2026-03-05 21:45:00,5.76
2026-03-05 22:00:00,7.06
2026-03-05 22:15:00,7.06
2026-03-05 22:30:00,6.46
2026-03-05 22:45:00,7.06
2026-03-05 23:00:00,5.59
2026-03-05 23:15:00,5.59
2026-03-05 23:30:00,5.71
2026-03-05 23:45:00,5.59
2026-03-06 00:00:00,5.87
2026-03-06 00:15:00,5.87
2026-03-06 00:30:00,14.9
2026-03-06 00:45:00,5.87
2026-03-06 01:00:00,27.83
2026-03-06 01:15:00,27.83
2026-03-06 01:30:00,31.5
2026-03-06 01:45:00,27.83
2026-03-06 02:00:00,36.75
2026-03-06 02:15:00,36.75
2026-03-06 02:30:00,31.37
2026-03-06 02:45:00,36.75
2026-03-06 03:00:00,23.67
2026-03-06 03:15:00,23.67
2026-03-06 03:30:00,26.76
2026-03-06 03:45:00,23.67
2026-03-06 04:00:00,31.18
2026-03-06 04:15:00,31.18
2026-03-06 04:30:00,33.67
2026-03-06 04:45:00,31.18
2026-03-06 05:00:00,37.23
2026-03-06 05:15:00,37.23
2026-03-06 05:30:00,31.38
2026-03-06 05:45:00,37.23
2026-03-06 06:00:00,23.01
2026-03-06 06:15:00,23.01
2026-03-06 06:30:00,23.31
2026-03-06 06:45:00,23.01
2026-03-06 07:00:00,23.76
2026-03-06 07:15:00,23.76
2026-03-06 07:30:00,24.29
2026-03-06 07:45:00,23.76
2026-03-06 08:00:00,25.05
2026-03-06 08:15:00,25.05
2026-03-06 08:30:00,22.48
2026-03-06 08:45:00,25.05
2026-03-06 09:00:00,18.81
2026-03-06 09:15:00,18.81
2026-03-06 09:30:00,16.97
2026-03-06 10:15:00,14.27
2026-03-06 10:45:00,14.27
2026-03-06 11:00:00,16.88
2026-03-06 11:15:00,16.88
2026-03-06 11:30:00,23.21
2026-03-06 11:45:00,16.88
2026-03-06 12:00:00,32.28
2026-03-06 12:45:00,32.28
2026-03-06 13:00:00,42.16
2026-03-06 13:15:00,42.16
2026-03-06 13:30:00,38.81
2026-03-06 13:45:00,42.16
2026-03-06 14:00:00,34.02
2026-03-06 14:15:00,34.02
2026-03-06 14:30:00,35.79
2026-03-06 14:45:00,34.02
2026-03-06 15:00:00,38.33
2026-03-06 15:15:00,38.33
2026-03-06 15:30:00,37.18
2026-03-06 15:45:00,38.33
2026-03-06 16:00:00,33.61
2026-03-06 16:15:00,33.61
2026-03-06 16:30:00,27.85
2026-03-06 16:45:00,33.61
2026-03-06 17:00:00,19.6
2026-03-06 17:15:00,19.6
2026-03-06 17:30:00,17.1
2026-03-06 17:45:00,19.6
2026-03-06 18:15:00,13.53
2026-03-06 18:30:00,10.19
2026-03-06 18:45:00,10.19
2026-03-06 19:00:00,10.19
2026-03-06 19:15:00,10.19
2026-03-06 19:30:00,14.14
2026-03-06 19:45:00,19.81
2026-03-06 20:30:00,16.23
2026-03-06 20:45:00,19.81
2026-03-06 21:00:00,11.1
2026-03-06 21:15:00,11.1
2026-03-06 21:30:00,16.51
2026-03-06 21:45:00,11.1
2026-03-06 22:00:00,16.51
2026-03-06 22:15:00,16.51
2026-03-06 22:30:00,16.08
2026-03-06 22:45:00,16.51
2026-03-06 23:00:00,15.47
2026-03-06 23:15:00,15.47
2026-03-06 23:30:00,14.36
2026-03-06 23:45:00,15.47
2026-03-07 00:00:00,12.76
2026-03-07 00:15:00,12.76
2026-03-07 00:30:00,11.74
2026-03-07 00:45:00,12.76
2026-03-07 01:00:00,10.29
2026-03-07 01:15:00,10.29
2026-03-07 01:30:00,9.8
2026-03-07 01:45:00,10.29
2026-03-07 02:00:00,9.1
2026-03-07 02:15:00,9.1
2026-03-07 02:30:00,9.15
2026-03-07 02:45:00,9.1
2026-03-07 03:00:00,9.23
2026-03-07 03:15:00,9.23
2026-03-07 03:30:00,9.21
2026-03-07 03:45:00,9.23
2026-03-07 04:00:00,9.21
2026-03-07 04:15:00,9.21
2026-03-07 04:30:00,10.25
2026-03-07 04:45:00,9.21
2026-03-07 05:00:00,11.73
2026-03-07 05:15:00,11.73
2026-03-07 05:30:00,13.89
2026-03-07 05:45:00,11.73
2026-03-07 06:00:00,16.99
2026-03-07 06:15:00,16.99
2026-03-07 06:30:00,12.13
2026-03-07 07:30:00,18.01
2026-03-07 07:45:00,12.13
2026-03-07 08:00:00,26.43
2026-03-07 13:15:00,45.4
2026-03-07 13:30:00,45.4
2026-03-07 13:45:00,40.3
2026-03-07 14:00:00,46.02
2026-03-07 14:15:00,64.07
2026-03-07 14:30:00,64.07
2026-03-07 14:45:00,45.4
2026-03-07 15:00:00,64.05
2026-03-07 15:15:00,63.56
2026-03-07 15:30:00,63.56
2026-03-07 15:45:00,64.07
2026-03-07 16:00:00,63.33
2026-03-07 16:15:00,56.58
2026-03-07 16:30:00,56.58
2026-03-07 16:45:00,63.56
2026-03-07 17:00:00,56.54
2026-03-07 17:15:00,55.24
2026-03-07 17:30:00,55.24
2026-03-07 17:45:00,56.58
2026-03-07 18:15:00,51.61
2026-03-07 18:30:00,51.61
2026-03-07 18:45:00,51.61
2026-03-07 19:00:00,51.57
2026-03-07 19:15:00,50.3
2026-03-07 19:30:00,50.3
2026-03-07 19:45:00,50.3
2026-03-07 20:00:00,49.84
2026-03-07 20:15:00,36.36
2026-03-07 20:30:00,36.36
2026-03-07 20:45:00,50.3
2026-03-07 21:00:00,36.44
2026-03-07 21:15:00,38.69
2026-03-07 21:30:00,38.69
2026-03-07 21:45:00,36.36
2026-03-07 22:00:00,38.08
2026-03-07 22:15:00,20.42
2026-03-07 22:30:00,20.42
2026-03-07 22:45:00,38.69
2026-03-07 23:00:00,20.21
2026-03-07 23:15:00,14.02
2026-03-07 23:30:00,14.02
2026-03-07 23:45:00,20.42
2026-03-08 00:00:00,14.64
2026-03-08 00:15:00,32.49
2026-03-08 00:30:00,32.49
2026-03-08 00:45:00,14.02
2026-03-08 01:00:00,32.1
2026-03-08 01:15:00,20.93
2026-03-08 01:30:00,20.93
2026-03-08 01:45:00,32.49
2026-03-08 02:00:00,21.5
2026-03-08 02:15:00,38.02
2026-03-08 02:30:00,38.02
2026-03-08 02:45:00,20.93
2026-03-08 03:00:00,37.9
2026-03-08 03:15:00,34.43
2026-03-08 03:30:00,34.43
2026-03-08 03:45:00,38.02
2026-03-08 04:00:00,34.77
2026-03-08 04:15:00,44.54
2026-03-08 04:30:00,44.54
2026-03-08 04:45:00,34.43
2026-03-08 05:00:00,44.42
2026-03-08 05:15:00,40.95
2026-03-08 05:30:00,40.95
2026-03-08 05:45:00,44.54
2026-03-08 06:00:00,41.13
2026-03-08 06:15:00,46.42
2026-03-08 06:30:00,46.42
2026-03-08 06:45:00,40.95
2026-03-08 07:00:00,47.02
2026-03-08 07:15:00,64.56
2026-03-08 07:30:00,64.56
2026-03-08 07:45:00,46.42
2026-03-08 08:00:00,64.48
2026-03-08 08:15:00,62.17
2026-03-08 08:30:00,62.17
2026-03-08 08:45:00,64.56
2026-03-08 09:00:00,62.18
2026-03-08 09:15:00,62.49
2026-03-08 09:30:00,62.49
2026-03-08 09:45:00,62.17
2026-03-08 10:00:00,62.16
2026-03-08 10:15:00,52.55
2026-03-08 10:30:00,52.55
